Camera8001,43.643079,-79.381407,YORK ST,BREMNER BLVD,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8001.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8001n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8001e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8001s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8001w.jpg
Camera8002,43.64222,-79.384068,BREMNER BLVD,LOWER SIMCOE ST,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8002.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8002n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8002e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8002s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8002w.jpg
Camera8003,43.649461,-79.371267,JARVIS ST,FRONT ST E,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8003.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8003n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8003e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8003s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8003w.jpg
Camera8004,43.645153,-79.382574,UNIVERSITY AVE,FRONT ST W / YORK ST,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8004.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8004n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8004e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8004s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8004w.jpg
Camera8005,43.644685,-79.384861,FRONT ST W,SIMCOE ST / LOWER SIMCOE ST,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8005.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8005n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8005e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8005s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8005w.jpg
Camera8006,43.643857,-79.388845,FRONT ST W,JOHN ST / PRIVATE ACCESS,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8006.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8006n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8006e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8006s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8006w.jpg
Camera8007,43.64274,-79.393582,SPADINA AVE,FRONT ST W,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8007.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8007n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8007e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8007s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8007w.jpg
Camera8008,43.640887,-79.401324,BATHURST ST,FRONT ST W,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8008.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8008n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8008e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8008s.jpg,
Camera8009,43.650334,-79.371946,JARVIS ST,KING ST E,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8009.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8009n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8009e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8009s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8009w.jpg
Camera8010,43.652905,-79.363191,KING ST E,PARLIAMENT ST,https://www.toronto.ca/data/transportation/roadrestrictions/CameraImages/loc8010.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8010n.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8010e.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8010s.jpg,https://www.toronto.ca/data/transportation/roadrestrictions/ComparisonImages/loc8010w.jpg
